Similarity;Nb tokens;File;First line;Last line
[CODE-MAX]_35;9;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/ConfigurationProxy.cpp;183;193
[CODE-MAX]_35;9;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/LocalAccountProxy.cpp;106;116
[CODE-MAX]_35;9;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/OptionValueProxy.cpp;87;97
[CODE-MAX]_36;31;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/ConfigurationProxy.cpp;66;70
[CODE-MAX]_36;31;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/LocalAccountProxy.cpp;71;75
[CODE-MAX]_36;31;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/MachineProxy.cpp;66;70
[CODE-MAX]_36;31;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/SessionProxy.cpp;187;191
[CODE-MAX]_36;31;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/UserProxy.cpp;82;86
[CODE-MAX]_36;31;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/UserProxy.cpp;298;302
[CODE-MAX]_37;23;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListCommandsServer.hpp;191;205
[CODE-MAX]_37;23;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListCommandsServer.hpp;218;232
[CODE-MAX]_38;95;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;384;398
[CODE-MAX]_38;95;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;694;707
[CODE-MAX]_39;14;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/sed/internalApi.cpp;1191;1203
[CODE-MAX]_39;14;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/sed/internalApi.cpp;1215;1226
[CODE-MAX]_40;5;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;69;71
[CODE-MAX]_40;5;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;77;79
[CODE-MAX]_40;5;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;85;87
[CODE-MAX]_40;5;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;205;207
[CODE-MAX]_40;5;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;212;214
[CODE-MAX]_40;5;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;220;222
[CODE-MAX]_40;5;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/SessionServer.cpp;287;290
[CODE-MAX]_41;52;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/ConfigurationProxy.cpp;144;153
[CODE-MAX]_41;52;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/UserProxy.cpp;68;78
[CODE-MAX]_42;16;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/change_password.cpp;62;70
[CODE-MAX]_42;16;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/close.cpp;51;60
[CODE-MAX]_43;7;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListLocalAccountsServer.hpp;71;76
[CODE-MAX]_43;7;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListMachinesServer.hpp;76;81
[CODE-MAX]_43;7;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListOptionsValuesServer.hpp;73;78
[CODE-MAX]_44;25;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListLocalAccountsServer.hpp;80;88
[CODE-MAX]_44;25;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListMachinesServer.hpp;87;95
[CODE-MAX]_45;6;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/SessionProxy.cpp;103;106
[CODE-MAX]_45;6;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/SessionProxy.cpp;106;109
[CODE-MAX]_45;6;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/client/SessionProxy.cpp;115;118
[CODE-MAX]_45;6;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListSessionsServer.hpp;110;113
[CODE-MAX]_46;22;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;71;77
[CODE-MAX]_46;22;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/cli/utils.cpp;79;85
[CODE-MAX]_47;24;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListCommandsServer.hpp;76;81
[CODE-MAX]_47;24;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/ListSessionsServer.hpp;84;89
[CODE-MAX]_48;17;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/UserServer.cpp;585;588
[CODE-MAX]_48;17;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/UserServer.cpp;598;601
[CODE-MAX]_49;6;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/UserServer.cpp;431;434
[CODE-MAX]_49;6;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/UserServer.cpp;505;508
[CODE-MAX]_50;7;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/UserServer.cpp;448;451
[CODE-MAX]_50;7;C:/DemoSQuoRE/C++/SysFera/VISHNU/VISHNU_1.1.0/UMS/src/server/UserServer.cpp;513;516
